id,title,year,web_url,venue,track,abstract,has_claim,has_claim_e,has_claim_w,introduces_dataset,introduces_dataset_e,introduces_dataset_w,claim_related_to_e,claim_related_to_w,has_typ_justification_e,has_typ_justification_w,justification_e,justification_w,iso_codes_e,iso_codes_w,iso_codes,isos_wals,n_langs,mpd,mpd_missing,mpd_low_cov,gb_complete_cov,gb_incomplete_cov,gb_coverage,gb_missing
2022.findings-acl.24,Meta-XNLG: A Meta-Learning Approach Based on Language Clustering for Zero-Shot Cross-Lingual Transfer and Generation,2022-01-01,https://aclanthology.org/2022.findings-acl.24/,findings,,"Recently, the NLP community has witnessed a rapid advancement in multilingual and cross-lingual transfer research where the supervision is transferred from high-resource languages (HRLs) to low-resource languages (LRLs). However, the cross-lingual transfer is not uniform across languages, particularly in the zero-shot setting. Towards this goal, one promising research direction is to learn shareable structures across multiple tasks with limited annotated data. The downstream multilingual applications may benefit from such a learning setup as most of the languages across the globe are low-resource and share some structures with other languages. In this paper, we propose a novel meta-learning framework (called Meta-XNLG) to learn shareable structures from typologically diverse languages based on meta-learning and language clustering. This is a step towards uniform cross-lingual transfer for unseen languages. We first cluster the languages based on language representations and identify the centroid language of each cluster. Then, a meta-learning algorithm is trained with all centroid languages and evaluated on the other languages in the zero-shot setting. We demonstrate the effectiveness of this modeling on two NLG tasks (Abstractive Text Summarization and Question Generation), 5 popular datasets and 30 typologically diverse languages. Consistent improvements over strong baselines demonstrate the efficacy of the proposed framework. The careful design of the model makes this end-to-end NLG setup less vulnerable to the accidental translation problem, which is a prominent concern in zero-shot cross-lingual NLG tasks.",1,1,1,0,0,0,p,p,0,0,n,n,"ara,ben,ces,deu,ell,fra,guj,hin,ind,jpn,kor,mar,nep,nld,por,ron,rus,spa,swa,tam,tel,tha,tur,urd,vie,zho","ara,ben,ces,deu,ell,fin,fra,guj,hin,ind,ita,jpn,kor,mar,nep,nld,por,ron,rus,spa,swa,tam,tel,tha,tur,urd,vie,zho","ara,ben,ces,deu,ell,fin,fra,guj,hin,ind,ita,jpn,kor,mar,nep,nld,por,ron,rus,spa,swa,tam,tel,tha,tur,urd,vie,zho","arb,ben,ces,deu,ell,fin,fra,guj,hin,ind,ita,jpn,kor,mar,npi,nld,por,ron,rus,spa,swh,tam,tel,tha,tur,urd,vie,cmn",28,0.64727380952381,0,0,174,21,0.892307692307692,0
2022.findings-acl.196,xGQA: Cross-Lingual Visual Question Answering,2022-01-01,https://aclanthology.org/2022.findings-acl.196/,findings,,"Recent advances in multimodal vision and language modeling have predominantly focused on the English language, mostly due to the lack of multilingual multimodal datasets to steer modeling efforts. In this work, we address this gap and provide xGQA, a new multilingual evaluation benchmark for the visual question answering task. We extend the established English GQA dataset to 7 typologically diverse languages, enabling us to detect and explore crucial challenges in cross-lingual visual question answering. We further propose new adapter-based approaches to adapt multimodal transformer-based models to become multilingual, and—vice versa—multilingual models to become multimodal. Our proposed methods outperform current state-of-the-art multilingual multimodal models (e.g., M3P) in zero-shot cross-lingual settings, but the accuracy remains low across the board; a performance drop of around 38 accuracy points in target languages showcases the difficulty of zero-shot cross-lingual transfer for this task. Our results suggest that simple cross-lingual transfer of multimodal models yields latent multilingual multimodal misalignment, calling for more sophisticated methods for vision and multilingual language modeling.",1,1,1,1,1,1,b,b,0,1,n,f,"ben,deu,eng,ind,kor,por,rus,zho","ind,swa,tam,tur,zho","ben,deu,eng,ind,kor,por,rus,zho","ben,deu,eng,ind,kor,por,rus,cmn",8,0.577032142857143,0,0,129,66,0.661538461538462,0
2022.findings-emnlp.420,TyDiP: A Dataset for Politeness Classification in Nine Typologically Diverse Languages,2022-01-01,https://aclanthology.org/2022.findings-emnlp.420/,findings,,"We study politeness phenomena in nine typologically diverse languages. Politeness is an important facet of communication and is sometimes argued to be cultural-specific, yet existing computational linguistic study is limited to English. We create TyDiP, a dataset containing three-way politeness annotations for 500 examples in each language, totaling 4.5K examples. We evaluate how well multilingual models can identify politeness levels – they show a fairly robust zero-shot transfer ability, yet fall short of estimated human accuracy significantly. We further study mapping the English politeness strategy lexicon into nine languages via automatic translation and lexicon induction, analyzing whether each strategy’s impact stays consistent across languages. Lastly, we empirically study the complicated relationship between formality and politeness through transfer experiments. We hope our dataset will support various research questions and applications, from evaluating multilingual models to constructing polite multilingual agents.",1,1,1,1,1,1,b,b,0,0,i,n,"afr,fra,hin,hun,kor,rus,spa,tam,vie","afr,fra,hin,hun,kor,rus,spa,tam,vie","afr,fra,hin,hun,kor,rus,spa,tam,vie","afr,fra,hin,hun,kor,rus,spa,tam,vie",9,0.622741666666667,0,0,147,48,0.753846153846154,0
2020.sigmorphon-1.1,SIGMORPHON 2020 Shared Task 0: Typologically Diverse Morphological Inflection,2020-01-01,https://aclanthology.org/2020.sigmorphon-1.1/,sigmorphon,,"A broad goal in natural language processing (NLP) is to develop a system that has the capacity to process any natural language. Most systems, however, are developed using data from just one language such as English. The SIGMORPHON 2020 shared task on morphological reinflection aims to investigate systems’ ability to generalize across typologically distinct languages, many of which are low resource. Systems were developed using data from 45 languages and just 5 language families, fine-tuned with data from an additional 45 languages and 10 language families (13 in total), and evaluated on all 90 languages. A total of 22 systems (19 neural) from 10 teams were submitted to the task. All four winning systems were neural (two monolingual transformers and two massively multilingual RNN-based models with gated attention). Most teams demonstrate utility of data hallucination and augmentation, ensembles, and multilingual training for low-resource languages. Non-neural learners and manually designed grammars showed competitive and even superior performance on some languages (such as Ingrian, Tajik, Tagalog, Zarma, Lingala), especially with very limited data. Some language families (Afro-Asiatic, Niger-Congo, Turkic) were relatively easy for most systems and achieved over 90% mean accuracy while others were more challenging.",1,1,1,1,1,0,b,d,1,1,i,f,"aka,ang,ast,aze,azg,bak,ben,bod,cat,cev,cly,cpa,cre,crh,ctp,czn,dak,dan,deu,dje,eng,est,evn,fas,fil,fin,frm,frr,fur,gaa,glg,gmh,gml,gsw,hil,hin,isl,izh,kan,kaz,kir,kjh,kon,kpv,krl,lin,liv,lld,lud,lug,mdf,mhr,mlg,mlt,mri,mwf,myv,nld,nno,nob,nya,olo,ood,orm,ote,otm,pei,pus,san,sme,sna,sot,swa,swe,syc,tel,tgk,tuk,udm,uig,urd,uzb,vec,vep,vot,vro,xno,xty,zpv,zul","aka,ang,azg,ceb,chm,cpa,cta,cta,ctp,dan,deu,eng,est,fil,fin,frr,gaa,gmh,hil,isl,izh,kon,krl,lin,liv,lug,mdf,mlg,mri,myv,nld,nob,nya,ote,otm,pei,sme,sot,swa,swe,vep,vot,xty,zpv,zul","aka,ang,ast,aze,azg,bak,ben,bod,cat,ceb,cly,cpa,cre,crh,ctp,czn,dak,dan,deu,dje,eng,est,evn,fas,fil,fin,frm,frr,fur,gaa,glg,gmh,gml,gsw,hil,hin,isl,izh,kan,kaz,kir,kjh,kon,kpv,krl,lin,liv,lld,lud,lug,mdf,mhr,mlg,mlt,mri,mwf,myv,nld,nno,nob,nya,olo,ood,orm,ote,otm,pei,pus,san,sme,sna,sot,swa,swe,syc,tel,tgk,tuk,udm,uig,urd,uzb,vec,vep,vot,vro,xno,xty,zpv,zul","aka,ang,ast,azj,azg,bak,ben,bod,cat,ceb,cly,cpa,cre,crh,ctp,czn,dak,dan,deu,dje,eng,ekk,evn,pes,tgl,fin,frm,frr,fur,gaa,glg,gmh,gml,gsw,hil,hin,isl,izh,kan,kaz,kir,kjh,kng,kpv,krl,lin,liv,lld,lud,lug,mdf,mhr,zsm,mlt,mri,mwf,myv,nld,nno,nor,nya,olo,ood,orm,ote,otm,pei,pst,san,sme,sna,sot,swh,swe,syc,tel,tgk,tuk,udm,uig,urd,uzb,vec,vep,vot,vro,xno,xty,zpv,zul",90,0.761628461538461,0,25,180,15,0.923076923076923,1
P17-1137,Learning to Create and Reuse Words in Open-Vocabulary Neural Language Modeling,2017-01-01,https://aclanthology.org/P17-1137/,acl,,"Fixed-vocabulary language models fail to account for one of the most characteristic statistical facts of natural language: the frequent creation and reuse of new word types. Although character-level language models offer a partial solution in that they can create word types not attested in the training corpus, they do not capture the “bursty” distribution of such words. In this paper, we augment a hierarchical LSTM language model that generates sequences of word tokens character by character with a caching mechanism that learns to reuse previously generated words. To validate our model we construct a new open-vocabulary language modeling corpus (the Multilingual Wikipedia Corpus; MWC) from comparable Wikipedia articles in 7 typologically diverse languages and demonstrate the effectiveness of our model across this range of languages.",1,1,1,0,0,0,p,p,0,0,l,n,"ces,deu,eng,fin,fra,rus,spa","ces,deu,eng,fin,fra,rus,spa","ces,deu,eng,fin,fra,rus,spa","ces,deu,eng,fin,fra,rus,spa",7,0.502542857142857,0,0,97,98,0.497435897435897,0
2022.mia-1.11,MIA 2022 Shared Task: Evaluating Cross-lingual Open-Retrieval Question Answering for 16 Diverse Languages,2022-01-01,https://aclanthology.org/2022.mia-1.11/,mia,,"We present the results of the Workshop on Multilingual Information Access (MIA) 2022 Shared Task, evaluating cross-lingual open-retrieval question answering (QA) systems in 16 typologically diverse languages. In this task, we adapted two large-scale cross-lingual open-retrieval QA datasets in 14 typologically diverse languages, and newly annotated open-retrieval QA data in 2 underrepresented languages: Tagalog and Tamil. Four teams submitted their systems. The best constrained system uses entity-aware contextualized representations for document retrieval, thereby achieving an average F1 score of 31.6, which is 4.1 F1 absolute higher than the challenging baseline. The best system obtains particularly significant improvements in Tamil (20.8 F1), whereas most of the other systems yield nearly zero scores. The best unconstrained system achieves 32.2 F1, outperforming our baseline by 4.5 points.",1,1,1,1,1,0,b,b,0,0,i,n,"ara,ben,eng,fil,fin,jpn,khm,kor,mal,rus,spa,swe,tam,tel,zho","ara,ben,eng,fil,fin,jpn,khm,kor,msa,rus,spa,swe,tam,tel,zho","ara,ben,eng,fil,fin,jpn,khm,kor,mal,rus,spa,swe,tam,tel,zho","arb,ben,eng,tgl,fin,jpn,khm,kor,mal,rus,spa,swe,tam,tel,cmn",15,0.659938095238095,0,0,163,32,0.835897435897436,0
2021.naacl-main.283,X-METRA-ADA: Cross-lingual Meta-Transfer learning Adaptation to Natural Language Understanding and Question Answering,2021-01-01,https://aclanthology.org/2021.naacl-main.283/,naacl,,"Multilingual models, such as M-BERT and XLM-R, have gained increasing popularity, due to their zero-shot cross-lingual transfer learning capabilities. However, their generalization ability is still inconsistent for typologically diverse languages and across different benchmarks. Recently, meta-learning has garnered attention as a promising technique for enhancing transfer learning under low-resource scenarios: particularly for cross-lingual transfer in Natural Language Understanding (NLU). In this work, we propose X-METRA-ADA, a cross-lingual MEta-TRAnsfer learning ADAptation approach for NLU. Our approach adapts MAML, an optimization-based meta-learning approach, to learn to adapt to new languages. We extensively evaluate our framework on two challenging cross-lingual NLU tasks: multilingual task-oriented dialog and typologically diverse question answering. We show that our approach outperforms naive fine-tuning, reaching competitive performance on both tasks for most languages. Our analysis reveals that X-METRA-ADA can leverage limited data for faster adaptation.",1,1,1,0,0,0,p,b,0,1,i,l,"ara,ben,fin,ind,rus,spa,swa,tel,tha","ara,ben,eng,fin,ind,jpn,kor,rus,spa,swa,tel,tha","ara,ben,eng,fin,ind,jpn,kor,rus,spa,swa,tel,tha","arb,ben,eng,fin,ind,jpn,kor,rus,spa,swh,tel,tha",12,0.6573,0,0,149,46,0.764102564102564,0
2021.naacl-main.350,How (Non-)Optimal is the Lexicon?,2021-01-01,https://aclanthology.org/2021.naacl-main.350/,naacl,,"The mapping of lexical meanings to wordforms is a major feature of natural languages. While usage pressures might assign short words to frequent meanings (Zipf’s law of abbreviation), the need for a productive and open-ended vocabulary, local constraints on sequences of symbols, and various other factors all shape the lexicons of the world’s languages. Despite their importance in shaping lexical structure, the relative contributions of these factors have not been fully quantified. Taking a coding-theoretic view of the lexicon and making use of a novel generative statistical model, we define upper bounds for the compressibility of the lexicon under various constraints. Examining corpora from 7 typologically diverse languages, we use those upper bounds to quantify the lexicon’s optimality and to explore the relative costs of major constraints on natural codes. We find that (compositional) morphology and graphotactics can sufficiently account for most of the complexity of natural codes—as measured by code length.",1,1,1,0,0,0,p,p,1,1,l,f,"eng,fin,heb,ind,tam,tur,yor","eng,fin,heb,ind,tam,tur,yor","eng,fin,heb,ind,tam,tur,yor","eng,fin,heb,ind,tam,tur,yor",7,0.639333333333333,0,0,114,81,0.584615384615385,0
2020.repl4nlp-1.7,Improving Bilingual Lexicon Induction with Unsupervised Post-Processing of Monolingual Word Vector Spaces,2020-01-01,https://aclanthology.org/2020.repl4nlp-1.7/,repl4nlp,,"Work on projection-based induction of cross-lingual word embedding spaces (CLWEs) predominantly focuses on the improvement of the projection (i.e., mapping) mechanisms. In this work, in contrast, we show that a simple method for post-processing monolingual embedding spaces facilitates learning of the cross-lingual alignment and, in turn, substantially improves bilingual lexicon induction (BLI). The post-processing method we examine is grounded in the generalisation of first- and second-order monolingual similarities to the nth-order similarity. By post-processing monolingual spaces before the cross-lingual alignment, the method can be coupled with any projection-based method for inducing CLWE spaces. We demonstrate the effectiveness of this simple monolingual post-processing across a set of 15 typologically diverse languages (i.e., 15*14 BLI setups), and in combination with two different projection methods.",1,1,1,0,0,0,p,p,0,0,n,n,"bul,cat,epo,est,eus,fin,heb,hun,ind,kat,kor,lit,nob,tha,tur","bul,cat,epo,est,eus,fin,heb,hun,ind,kat,kor,lit,nor,tha,tur","bul,cat,epo,est,eus,fin,heb,hun,ind,kat,kor,lit,nor,tha,tur","bul,cat,epo,ekk,eus,fin,heb,hun,ind,kat,kor,lit,nor,tha,tur",15,0.620277142857143,0,0,150,45,0.769230769230769,0
C18-1245,Emotion Representation Mapping for Automatic Lexicon Construction (Mostly) Performs on Human Level,2018-01-01,https://aclanthology.org/C18-1245/,coling,,"Emotion Representation Mapping (ERM) has the goal to convert existing emotion ratings from one representation format into another one, e.g., mapping Valence-Arousal-Dominance annotations for words or sentences into Ekman’s Basic Emotions and vice versa. ERM can thus not only be considered as an alternative to Word Emotion Induction (WEI) techniques for automatic emotion lexicon construction but may also help mitigate problems that come from the proliferation of emotion representation formats in recent years. We propose a new neural network approach to ERM that not only outperforms the previous state-of-the-art. Equally important, we present a refined evaluation methodology and gather strong evidence that our model yields results which are (almost) as reliable as human annotations, even in cross-lingual settings. Based on these results we generate new emotion ratings for 13 typologically diverse languages and claim that they have near-gold quality, at least.",1,1,1,0,1,0,d,b,0,0,n,n,"deu,ell,eng,fin,fra,ind,ita,nld,pol,por,spa,swe,zho","deu,ell,eng,fin,fra,ind,ita,nld,pol,por,spa,swe,zho","deu,ell,eng,fin,fra,ind,ita,nld,pol,por,spa,swe,zho","deu,ell,eng,fin,fra,ind,ita,nld,pol,por,spa,swe,cmn",13,0.513364102564103,0,0,147,48,0.753846153846154,0
C18-1249,Clausal Modifiers in the Grammar Matrix,2018-01-01,https://aclanthology.org/C18-1249/,coling,,"We extend the coverage of an existing grammar customization system to clausal modifiers, also referred to as adverbial clauses. We present an analysis, taking a typologically-driven approach to account for this phenomenon across the world’s languages, which we implement in the Grammar Matrix customization system (Bender et al., 2002, 2010). Testing our analysis on testsuites from five genetically and geographically diverse languages that were not considered in development, we achieve 88.4% coverage and 1.5% overgeneration.",1,1,1,0,0,0,b,p,1,0,i,n,"cas,eus,lvk,mhi,ura","deu,dru,wmb,zho","cas,eus,lvk,mhi,ura","cas,eus,lvk,mhi,ura",5,0.72834,0,0,129,66,0.661538461538462,0
2022.emnlp-main.492,"Eeny, meeny, miny, moe. How to choose data for morphological inflection.",2022-01-01,https://aclanthology.org/2022.emnlp-main.492/,emnlp,,"Data scarcity is a widespread problem for numerous natural language processing (NLP) tasks within low-resource languages. Within morphology, the labour-intensive task of tagging/glossing data is a serious bottleneck for both NLP and fieldwork. Active learning (AL) aims to reduce the cost of data annotation by selecting data that is most informative for the model. In this paper, we explore four sampling strategies for the task of morphological inflection using a Transformer model: a pair of oracle experiments where data is chosen based on correct/incorrect predictions by the model, model confidence, entropy, and random selection. We investigate the robustness of each sampling strategy across 30 typologically diverse languages, as well as a 10-cycle iteration using Natügu as a case study. Our results show a clear benefit to selecting data based on model confidence. Unsurprisingly, the oracle experiment, which is presented as a proxy for linguist/language informer feedback, shows the most improvement. This is followed closely by low-confidence and high-entropy forms. We also show that despite the conventional wisdom of larger data sets yielding better accuracy, introducing more instances of high-confidence, low-entropy, or forms that the model can already inflect correctly, can reduce model performance.",1,1,1,0,0,0,p,p,1,0,l,i,"ady,amh,ara,arp,aym,cni,cpa,cre,ddo,deu,eus,evn,fas,fin,gle,guj,hai,ind,khk,kor,mni,nav,ntu,que,rus,see,spa,swa,tur,zul","ady,amh,ara,arp,aym,cni,cpa,cre,ddo,deu,eus,evn,fas,fin,gle,guj,hai,ind,khk,kor,mni,nav,ntu,que,rus,see,spa,swa,tur,zul","ady,amh,ara,arp,aym,cni,cpa,cre,ddo,deu,eus,evn,fas,fin,gle,guj,hai,ind,khk,kor,mni,nav,ntu,que,rus,see,spa,swa,tur,zul","ady,amh,arb,arp,ayr,cpx,cpa,cre,ddo,deu,eus,evn,pes,fin,gle,guj,hai,ind,khk,kor,mni,nav,ntu,que,rus,see,spa,swh,tur,zul",30,0.69196455026455,0,2,175,20,0.897435897435898,1
2022.emnlp-main.513,Discovering Language-neutral Sub-networks in Multilingual Language Models,2022-01-01,https://aclanthology.org/2022.emnlp-main.513/,emnlp,,"Multilingual pre-trained language models transfer remarkably well on cross-lingual downstream tasks. However, the extent to which they learn language-neutral representations (i.e., shared representations that encode similar phenomena across languages), and the effect of such representations on cross-lingual transfer performance, remain open questions. In this work, we conceptualize language neutrality of multilingual models as a function of the overlap between language-encoding sub-networks of these models. We employ the lottery ticket hypothesis to discover sub-networks that are individually optimized for various languages and tasks. Our evaluation across three distinct tasks and eleven typologically-diverse languages demonstrates that sub-networks for different languages are topologically similar (i.e., language-neutral), making them effective initializations for cross-lingual transfer with limited performance degradation.",1,1,1,0,0,0,p,p,0,1,i,f,"ara,deu,eng,fas,fra,hin,rus,spa,swa,urd,zho","ara,deu,eng,fas,fra,hin,rus,spa,swa,urd,zho","ara,deu,eng,fas,fra,hin,rus,spa,swa,urd,zho","arb,deu,eng,pes,fra,hin,rus,spa,swh,urd,cmn",11,0.612607272727273,0,0,154,41,0.78974358974359,0
2022.emnlp-main.532,DivEMT: Neural Machine Translation Post-Editing Effort Across Typologically Diverse Languages,2022-01-01,https://aclanthology.org/2022.emnlp-main.532/,emnlp,,"We introduce DivEMT, the first publicly available post-editing study of Neural Machine Translation (NMT) over a typologically diverse set of target languages. Using a strictly controlled setup, 18 professional translators were instructed to translate or post-edit the same set of English documents into Arabic, Dutch, Italian, Turkish, Ukrainian, and Vietnamese. During the process, their edits, keystrokes, editing times and pauses were recorded, enabling an in-depth, cross-lingual evaluation of NMT quality and post-editing effectiveness. Using this new dataset, we assess the impact of two state-of-the-art NMT systems, Google Translate and the multilingual mBART-50 model, on translation productivity. We find that post-editing is consistently faster than translation from scratch. However, the magnitude of productivity gains varies widely across systems and languages, highlighting major disparities in post-editing effectiveness for languages at different degrees of typological relatedness to English, even when controlling for system architecture and training data size. We publicly release the complete dataset including all collected behavioral data, to foster new research on the translation capabilities of NMT systems for typologically diverse languages.",1,1,1,1,1,1,b,b,1,1,i,l,"ara,ita,nld,tur,ukr,vie","ara,ita,nld,tur,ukr,vie","ara,ita,nld,tur,ukr,vie","arb,ita,nld,tur,ukr,vie",6,0.637233333333333,0,0,135,60,0.692307692307692,0
2022.emnlp-main.552,Cross-Linguistic Syntactic Difference in Multilingual BERT: How Good is It and How Does It Affect Transfer?,2022-01-01,https://aclanthology.org/2022.emnlp-main.552/,emnlp,,"Multilingual BERT (mBERT) has demonstrated considerable cross-lingual syntactic ability, whereby it enables effective zero-shot cross-lingual transfer of syntactic knowledge. The transfer is more successful between some languages, but it is not well understood what leads to this variation and whether it fairly reflects difference between languages. In this work, we investigate the distributions of grammatical relations induced from mBERT in the context of 24 typologically different languages. We demonstrate that the distance between the distributions of different languages is highly consistent with the syntactic difference in terms of linguistic formalisms. Such difference learnt via self-supervision plays a crucial role in the zero-shot transfer performance and can be predicted by variation in morphosyntactic properties between languages. These results suggest that mBERT properly encodes languages in a way consistent with linguistic diversity and provide insights into the mechanism of cross-lingual transfer.",1,1,1,0,0,0,p,p,0,1,f,f,"ara,bul,deu,ell,eng,est,fas,fin,fra,heb,hin,ita,jpn,kor,lat,nld,pol,por,ron,rus,spa,tur,vie,zho","ara,bul,deu,ell,eng,est,fas,fin,fra,heb,hin,ita,jpn,kor,lav,nld,pol,por,ron,rus,spa,tur,vie,zho","ara,bul,deu,ell,eng,est,fas,fin,fra,heb,hin,ita,jpn,kor,lav,nld,pol,por,ron,rus,spa,tur,vie,zho","arb,bul,deu,ell,eng,ekk,pes,fin,fra,heb,hin,ita,jpn,kor,lav,nld,pol,por,ron,rus,spa,tur,vie,cmn",24,0.58746231884058,0,0,170,25,0.871794871794872,0
2022.emnlp-main.607,On Parsing as Tagging,2022-01-01,https://aclanthology.org/2022.emnlp-main.607/,emnlp,,"There are many proposals to reduce constituency parsing to tagging. To figure out what these approaches have in common, we offer a unifying pipeline, which consists of three steps: linearization, learning, and decoding. We prove that classic shift–reduce parsing can be reduced to tetratagging—the state-of-the-art constituency tagger—under two assumptions: right-corner transformation in the linearization step and factored scoring in the learning step. We ask what is the most critical factor that makes parsing-as-tagging methods accurate while being efficient. To answer this question, we empirically evaluate a taxonomy of tagging pipelines with different choices of linearizers, learners, and decoders. Based on the results in English as well as a set of 8 typologically diverse languages, we conclude that the linearization of the derivation tree and its alignment with the input sequence is the most critical factor in achieving accurate parsers as taggers.",1,1,1,0,0,0,p,p,0,0,n,n,"deu,eus,fra,heb,hun,kor,pol,swe","deu,eng,eus,fra,heb,hun,kor,pol,swe","deu,eus,fra,heb,hun,kor,pol,swe","deu,eus,fra,heb,hun,kor,pol,swe",8,0.56175,0,0,148,47,0.758974358974359,0
2022.emnlp-main.722,"An Unsupervised, Geometric and Syntax-aware Quantification of Polysemy",2022-01-01,https://aclanthology.org/2022.emnlp-main.722/,emnlp,,"Polysemy is the phenomenon where a single word form possesses two or more related senses. It is an extremely ubiquitous part of natural language and analyzing it has sparked rich discussions in the linguistics, psychology and philosophy communities alike. With scarce attention paid to polysemy in computational linguistics, and even scarcer attention toward quantifying polysemy, in this paper, we propose a novel, unsupervised framework to compute and estimate polysemy scores for words in multiple languages. We infuse our proposed quantification with syntactic knowledge in the form of dependency structures. This informs the final polysemy scores of the lexicon motivated by recent linguistic findings that suggest there is an implicit relation between syntax and ambiguity/polysemy. We adopt a graph based approach by computing the discrete Ollivier Ricci curvature on a graph of the contextual nearest neighbors. We test our framework on curated datasets controlling for different sense distributions of words in 3 typologically diverse languages - English, French and Spanish. The effectiveness of our framework is demonstrated by significant correlations of our quantification with expert human annotated language resources like WordNet. We observe a 0.3 point increase in the correlation coefficient as compared to previous quantification studies in English. Our research leverages contextual language models and syntactic structures to empirically support the widely held theoretical linguistic notion that syntax is intricately linked to ambiguity/polysemy.",1,1,1,0,0,0,p,p,0,0,n,n,"eng,fra,spa","eng,fra,spa","eng,fra,spa","eng,fra,spa",3,0.423466666666667,0,0,45,150,0.230769230769231,0
2022.emnlp-main.730,Recovering Gold from Black Sand: Multilingual Dense Passage Retrieval with Hard and False Negative Samples,2022-01-01,https://aclanthology.org/2022.emnlp-main.730/,emnlp,,"Negative samples have not been efficiently explored in multilingual dense passage retrieval. In this paper, we propose a novel multilingual dense passage retrieval framework, mHFN, to recover and utilize hard and false negative samples. mHFN consists of three key components: 1) a multilingual hard negative sample augmentation module that allows knowledge of indistinguishable passages to be shared across multiple languages and synthesizes new hard negative samples by interpolating representations of queries and existing hard negative samples, 2) a multilingual negative sample cache queue that stores negative samples from previous batches in each language to increase the number of multilingual negative samples used in training beyond the batch size limit, and 3) a lightweight adaptive false negative sample filter that uses generated pseudo labels to separate unlabeled false negative samples and converts them into positive passages in training. We evaluate mHFN on Mr. TyDi, a high-quality multilingual dense passage retrieval dataset covering eleven typologically diverse languages, and experimental results show that mHFN outperforms strong sparse, dense and hybrid baselines and achieves new state-of-the-art performance on all languages. Our source code is available at https://github.com/Magnetic2014/mHFN.",1,1,1,0,0,0,p,p,0,0,i,n,"ara,ben,eng,fin,jpn,kor,rus,swa,tel,tha","ara,ben,eng,fin,ind,jpn,kor,rus,swa,tel,tha","ara,ben,eng,fin,ind,jpn,kor,rus,swa,tel,tha","arb,ben,eng,fin,ind,jpn,kor,rus,swh,tel,tha",11,0.666190909090909,0,0,149,46,0.764102564102564,0
L12-1174,SMALLWorlds – Multilingual Content-Controlled Monologues,2012-01-01,https://aclanthology.org/L12-1174/,lrec,,"We present the speech corpus SMALLWorlds (Spoken Multi-lingual Accounts of Logically Limited Worlds), newly established and still growing. SMALLWorlds contains monologic descriptions of scenes or worlds which are simple enough to be formally describable. The descriptions are instances of content-controlled monologue: semantically """"""""pre-specified"""""""" but still bearing most hallmarks of spontaneous speech (hesitations and filled pauses, relaxed syntax, repetitions, self-corrections, incomplete constituents, irrelevant or redundant information, etc.) as well as idiosyncratic speaker traits. In the paper, we discuss the pros and cons of data so elicited. Following that, we present a typical SMALLWorlds task: the description of a simple drawing with differently coloured circles, squares, and triangles, with no hints given as to which description strategy or language style to use. We conclude with an example on how SMALLWorlds may be used: unsupervised lexical learning from phonetic transcription. At the time of writing, SMALLWorlds consists of more than 250 recordings in a wide range of typologically diverse languages from many parts of the world, some unwritten and endangered.",1,1,1,1,1,1,d,d,0,0,i,n,"ara,aze,ben,bos,bul,cat,ces,dan,deu,ell,eng,fas,fin,fra,fuc,gle,gsw,heb,hin,hrv,hun,ibo,isl,ita,jpn,khm,kjg,kor,lav,lit,ltz,new,nld,nob,npi,pan,pol,por,ron,rus,sci,spa,swe,tam,tcx,tha,tur,ukr,urd,vie,wuu,yue,zho","ara,dan,deu,eng,fas,fin,fra,hin,ita,jpn,kor,nld,rus,spa,swe,tam,tur,zho","ara,aze,ben,bos,bul,cat,ces,dan,deu,ell,eng,fas,fin,fra,fuc,gle,gsw,heb,hin,hrv,hun,ibo,isl,ita,jpn,khm,kjg,kor,lav,lit,ltz,new,nld,nob,npi,pan,pol,por,ron,rus,sci,spa,swe,tam,tcx,tha,tur,ukr,urd,vie,wuu,yue,zho","arb,azj,ben,bos,bul,cat,ces,dan,deu,ell,eng,pes,fin,fra,fuc,gle,gsw,heb,hin,hrv,hun,ibo,isl,ita,jpn,khm,kjg,kor,lav,lit,ltz,new,nld,nor,npi,pan,pol,por,ron,rus,sci,spa,swe,tam,tcx,tha,tur,ukr,urd,vie,wuu,yue,cmn",53,0.65054906122449,0,3,184,11,0.943589743589744,0
2021.findings-emnlp.382,A multilabel approach to morphosyntactic probing,2021-01-01,https://aclanthology.org/2021.findings-emnlp.382/,findings,,"We propose using a multilabel probing task to assess the morphosyntactic representations of multilingual word embeddings. This tweak on canonical probing makes it easy to explore morphosyntactic representations, both holistically and at the level of individual features (e.g., gender, number, case), and leads more naturally to the study of how language models handle co-occurring features (e.g., agreement phenomena). We demonstrate this task with multilingual BERT (Devlin et al., 2018), training probes for seven typologically diverse languages: Afrikaans, Croatian, Finnish, Hebrew, Korean, Spanish, and Turkish. Through this simple but robust paradigm, we verify that multilingual BERT renders many morphosyntactic features simultaneously extractable. We further evaluate the probes on six held-out languages: Arabic, Chinese, Marathi, Slovenian, Tagalog, and Yoruba. This zero-shot style of probing has the added benefit of revealing which cross-linguistic properties a language model recognizes as being shared by multiple languages.",1,1,1,0,0,0,p,p,0,0,l,n,"afr,fin,heb,hrv,kor,spa,tur","afr,ara,fil,fin,heb,hrv,kor,mar,slv,spa,tur,yor,zho","afr,ara,fil,fin,heb,hrv,kor,mar,slv,spa,tur,yor,zho","afr,arb,tgl,fin,heb,hrv,kor,mar,slv,spa,tur,yor,cmn",13,0.675957692307692,0,0,148,47,0.758974358974359,0
